delay X,delay Y
1.51e-05,2.411409103199161e-09
1.512e-05,2.412443300368304e-09
1.514e-05,2.413501371197394e-09
1.516e-05,2.414508899426426e-09
1.518e-05,2.415561238035934e-09
1.52e-05,2.416559479686867e-09
1.522e-05,2.416593975493703e-09
1.524e-05,2.417564703683645e-09
1.526e-05,2.418626978463739e-09
1.528e-05,2.419606419983157e-09
1.53e-05,2.420654800733623e-09
1.532e-05,2.421663851847255e-09
1.534e-05,2.422617405247907e-09
1.536e-05,2.42362962997419e-09
1.538e-05,2.424659191075296e-09
1.54e-05,2.425643812422825e-09
1.542e-05,2.426601222241023e-09
1.544e-05,2.427609191442424e-09
1.546e-05,2.428540235764764e-09
1.548e-05,2.429490161635946e-09
1.55e-05,2.430477821060393e-09
1.552e-05,2.431474919242275e-09
1.554e-05,2.424223175590094e-09
1.556e-05,2.424012178574869e-09
1.558e-05,2.424906864508053e-09
1.56e-05,2.425844225528995e-09
1.562e-05,2.426808016750554e-09
1.564e-05,2.427744247675754e-09
1.566e-05,2.428785653741443e-09
1.568e-05,2.429745937899774e-09
1.57e-05,2.430780540557339e-09
1.572e-05,2.431771945440589e-09
1.574e-05,2.432854916782906e-09
1.576e-05,2.433884021653783e-09
1.578e-05,2.434861571491549e-09
1.58e-05,2.435964143514838e-09
1.582e-05,2.436970874041405e-09
1.584e-05,2.437950588637452e-09
1.586e-05,2.437992922815845e-09
1.588e-05,2.439041079756001e-09
1.59e-05,2.439999440525727e-09
1.592e-05,2.441033592604016e-09
1.594e-05,2.442070627470413e-09
